poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,endorsed_candidate_id,endorsed_candidate_name,endorsed_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,url_article,url_topline,url_crosstab,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,hypothetical,party,answer,candidate_id,candidate_name,pct
88972,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Texas,10/23/24,10/26/24,,"",,,,,214463,1180,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-crosstabs.html,"",,,8889,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,42.0
88972,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Texas,10/23/24,10/26/24,,"",,,,,214463,1180,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-crosstabs.html,"",,,8889,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,52.0
88972,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Texas,10/23/24,10/26/24,,"",,,,,214464,1180,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-crosstabs.html,"",,,8889,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,40.0
88972,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Texas,10/23/24,10/26/24,,"",,,,,214464,1180,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-crosstabs.html,"",,,8889,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,51.0
88972,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Texas,10/23/24,10/26/24,,"",,,,,214464,1180,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-crosstabs.html,"",,,8889,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,1.0
88972,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Texas,10/23/24,10/26/24,,"",,,,,214464,1180,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-texas-poll-crosstabs.html,"",,,8889,2024,U.S. President,0,,11/5/24,general,false,false,,false,LIB,Oliver,31790,Chase Oliver,1.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214465,1194,rv,,rv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,40.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214465,1194,rv,,rv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,55.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214466,1194,rv,,rv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,38.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214466,1194,rv,,rv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,53.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214466,1194,rv,,rv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,0.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214466,1194,rv,,rv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,IND,West,31097,Cornel West,0.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214466,1194,rv,,rv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,LIB,Oliver,31790,Chase Oliver,1.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214467,1194,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,40.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214467,1194,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,55.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214469,1194,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,39.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214469,1194,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,53.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214469,1194,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,0.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214469,1194,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,IND,West,31097,Cornel West,0.0
88973,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska,10/23/24,10/26/24,,"",,,,,214469,1194,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8845,2024,U.S. President,0,,11/5/24,general,false,false,,false,LIB,Oliver,31790,Chase Oliver,1.0
88978,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska CD-2,10/23/24,10/26/24,,"",,,,,214468,500,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8837,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,54.0
88978,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska CD-2,10/23/24,10/26/24,,"",,,,,214468,500,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8837,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,42.0
88978,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska CD-2,10/23/24,10/26/24,,"",,,,,214470,500,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8837,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,53.0
88978,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska CD-2,10/23/24,10/26/24,,"",,,,,214470,500,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8837,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,41.0
88978,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska CD-2,10/23/24,10/26/24,,"",,,,,214470,500,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8837,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,0.0
88978,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska CD-2,10/23/24,10/26/24,,"",,,,,214470,500,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8837,2024,U.S. President,0,,11/5/24,general,false,false,,false,IND,West,31097,Cornel West,0.0
88978,1424,Siena/NYT,"","",The New York Times/Siena College,448,The New York Times/Siena College,3.0,-1.5,Live Phone,9.0,Nebraska CD-2,10/23/24,10/26/24,,"",,,,,214470,500,lv,,lv,,10/28/24 08:46,"",https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/2024/10/28/us/politics/nebraska-texas-senate-races.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-toplines.html,https://www.nytimes.com/interactive/2024/10/28/us/elections/times-siena-nebraska-poll-crosstabs.html,"",,,8837,2024,U.S. President,0,,11/5/24,general,false,false,,false,LIB,Oliver,31790,Chase Oliver,1.0
89010,460,SurveyUSA,241,WRAL News,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Opt-In Panel,8.0,North Carolina,10/23/24,10/26/24,,"",,,,,214647,853,lv,,lv,,10/29/24 10:00,"",https://www.surveyusa.com/client/PollReport.aspx?g=7ddb5308-26ff-4f6a-92f1-80d09e31c6ee,,,https://www.surveyusa.com/client/PollReport.aspx?g=7ddb5308-26ff-4f6a-92f1-80d09e31c6ee,"",,,8839,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,47.0
89010,460,SurveyUSA,241,WRAL News,SurveyUSA,325,SurveyUSA,2.8,-1.3,Online Opt-In Panel,8.0,North Carolina,10/23/24,10/26/24,,"",,,,,214647,853,lv,,lv,,10/29/24 10:00,"",https://www.surveyusa.com/client/PollReport.aspx?g=7ddb5308-26ff-4f6a-92f1-80d09e31c6ee,,,https://www.surveyusa.com/client/PollReport.aspx?g=7ddb5308-26ff-4f6a-92f1-80d09e31c6ee,"",,,8839,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,47.0
88992,1001,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233,North Star Opinion Research,1.1,0.3,Live Phone/Text-to-Web,3.0,Pennsylvania,10/22/24,10/26/24,,"",,,,,214520,600,lv,,lv,,10/28/24 17:29,"",https://amgreatness.com/2024/10/28/pennsylvania-headed-for-a-photo-finish-new-american-greatness-polling/,https://amgreatness.com/2024/10/28/pennsylvania-headed-for-a-photo-finish-new-american-greatness-polling/,https://cdn.amgreatness.com/app/uploads/2024/10/PA-October-Toplines.pdf,,"",,,8872,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,47.0
88992,1001,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233,North Star Opinion Research,1.1,0.3,Live Phone/Text-to-Web,3.0,Pennsylvania,10/22/24,10/26/24,,"",,,,,214520,600,lv,,lv,,10/28/24 17:29,"",https://amgreatness.com/2024/10/28/pennsylvania-headed-for-a-photo-finish-new-american-greatness-polling/,https://amgreatness.com/2024/10/28/pennsylvania-headed-for-a-photo-finish-new-american-greatness-polling/,https://cdn.amgreatness.com/app/uploads/2024/10/PA-October-Toplines.pdf,,"",,,8872,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,47.0
88992,1001,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233,North Star Opinion Research,1.1,0.3,Live Phone/Text-to-Web,3.0,Pennsylvania,10/22/24,10/26/24,,"",,,,,214520,600,lv,,lv,,10/28/24 17:29,"",https://amgreatness.com/2024/10/28/pennsylvania-headed-for-a-photo-finish-new-american-greatness-polling/,https://amgreatness.com/2024/10/28/pennsylvania-headed-for-a-photo-finish-new-american-greatness-polling/,https://cdn.amgreatness.com/app/uploads/2024/10/PA-October-Toplines.pdf,,"",,,8872,2024,U.S. President,0,,11/5/24,general,false,false,,false,LIB,Oliver,31790,Chase Oliver,1.0
88992,1001,North Star Opinion Research,1457,Center for American Greatness,North Star Opinion Research,233,North Star Opinion Research,1.1,0.3,Live Phone/Text-to-Web,3.0,Pennsylvania,10/22/24,10/26/24,,"",,,,,214520,600,lv,,lv,,10/28/24 17:29,"",https://amgreatness.com/2024/10/28/pennsylvania-headed-for-a-photo-finish-new-american-greatness-polling/,https://amgreatness.com/2024/10/28/pennsylvania-headed-for-a-photo-finish-new-american-greatness-polling/,https://cdn.amgreatness.com/app/uploads/2024/10/PA-October-Toplines.pdf,,"",,,8872,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,1.0
89026,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,Arizona,10/21/24,10/26/24,,"",,,,,214675,781,lv,,lv,,10/29/24 12:43,"",https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,,https://s3.documentcloud.org/documents/25257085/cnn-polls-harris-and-trump-locked-in-close-races-in-arizona-and-nevada-as-pool-of-persuadable-voters-shrinks.pdf,"",,,8759,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,48.0
89026,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,Arizona,10/21/24,10/26/24,,"",,,,,214675,781,lv,,lv,,10/29/24 12:43,"",https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,,https://s3.documentcloud.org/documents/25257085/cnn-polls-harris-and-trump-locked-in-close-races-in-arizona-and-nevada-as-pool-of-persuadable-voters-shrinks.pdf,"",,,8759,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,47.0
89026,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,Arizona,10/21/24,10/26/24,,"",,,,,214675,781,lv,,lv,,10/29/24 12:43,"",https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,,https://s3.documentcloud.org/documents/25257085/cnn-polls-harris-and-trump-locked-in-close-races-in-arizona-and-nevada-as-pool-of-persuadable-voters-shrinks.pdf,"",,,8759,2024,U.S. President,0,,11/5/24,general,false,false,,false,GRE,Stein,31116,Jill Stein,1.0
89026,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,Arizona,10/21/24,10/26/24,,"",,,,,214675,781,lv,,lv,,10/29/24 12:43,"",https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,,https://s3.documentcloud.org/documents/25257085/cnn-polls-harris-and-trump-locked-in-close-races-in-arizona-and-nevada-as-pool-of-persuadable-voters-shrinks.pdf,"",,,8759,2024,U.S. President,0,,11/5/24,general,false,false,,false,LIB,Oliver,31790,Chase Oliver,2.0
89027,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,Nevada,10/21/24,10/26/24,,"",,,,,214676,683,lv,,lv,,10/29/24 12:43,"",https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,,https://s3.documentcloud.org/documents/25257085/cnn-polls-harris-and-trump-locked-in-close-races-in-arizona-and-nevada-as-pool-of-persuadable-voters-shrinks.pdf,"",,,8857,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,47.0
89027,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,Nevada,10/21/24,10/26/24,,"",,,,,214676,683,lv,,lv,,10/29/24 12:43,"",https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,,https://s3.documentcloud.org/documents/25257085/cnn-polls-harris-and-trump-locked-in-close-races-in-arizona-and-nevada-as-pool-of-persuadable-voters-shrinks.pdf,"",,,8857,2024,U.S. President,0,,11/5/24,general,false,false,,false,REP,Trump,16651,Donald Trump,48.0
89027,1866,CNN/SSRS,"","",CNN/SSRS,844,CNN,2.8,-0.6,Probability Panel,10.0,Nevada,10/21/24,10/26/24,,"",,,,,214676,683,lv,,lv,,10/29/24 12:43,"",https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,https://www.cnn.com/2024/10/29/politics/cnn-polls-arizona-nevada-trump-harris/index.html,,https://s3.documentcloud.org/documents/25257085/cnn-polls-harris-and-trump-locked-in-close-races-in-arizona-and-nevada-as-pool-of-persuadable-voters-shrinks.pdf,"",,,8857,2024,U.S. President,0,,11/5/24,general,false,false,,false,LIB,Oliver,31790,Chase Oliver,1.0
88958,770,TIPP,"","",TIPP Insights,144,TIPP Insights,1.8,-0.4,Online Opt-In Panel,3.0,,10/23/24,10/25/24,,"",,,,,214348,1333,lv,,lv,TRUE,10/26/24 10:05,"",https://tippinsights.com/tipp-tracking-poll-day-13-trump-and-harris-deadlocked-at-48/,https://tippinsights.com/tipp-tracking-poll-day-13-trump-and-harris-deadlocked-at-48/,,,"",,,8914,2024,U.S. President,0,,11/5/24,general,false,false,,false,DEM,Harris,16661,Kamala Harris,48.0
