pollster,sponsors,sponsor_candidate,state,start_date,end_date,sample_size,population,subpopulation,population_full,candidate_name,pct,party,url,mode,tracking,partisan,internal,hypothetical,election_date,stage,question_id
Lake Research/Slingshot Strategies,Texas Public Opinion Research,NA,Texas,2025-03-07,2025-03-10,NA,RV,R,RV-R,John Cornyn,27,REP,https://s3.documentcloud.org/documents/25871171/tpor-legislative-session-toplines-32025.pdf,NA,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219256
Lake Research/Slingshot Strategies,Texas Public Opinion Research,NA,Texas,2025-03-07,2025-03-10,NA,RV,R,RV-R,Ken Paxton Jr.,38,REP,https://s3.documentcloud.org/documents/25871171/tpor-legislative-session-toplines-32025.pdf,NA,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219256
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,336,RV,R,RV-R,Mike Rogers,25,REP,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219255
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,336,RV,R,RV-R,Kevin Rinke,4,REP,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219255
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,336,RV,R,RV-R,Bryan Posthumus,2,REP,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219255
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,336,RV,R,RV-R,Peter Meijer,8,REP,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219255
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,336,RV,R,RV-R,Jonathan Lindsey,0,REP,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219255
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,336,RV,R,RV-R,Bill Huizenga,9,REP,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219255
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,336,RV,R,RV-R,Tudor M. Dixon,28,REP,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219255
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,344,RV,D,RV-D,Gretchen Whitmer,59,DEM,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219254
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,344,RV,D,RV-D,Haley Stevens,2,DEM,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219254
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,344,RV,D,RV-D,Hillary Scholten,3,DEM,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219254
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,344,RV,D,RV-D,Dana Michelle Nessel,13,DEM,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219254
Mitchell Research & Communications,Michigan Information & Research Service,NA,Michigan,2025-03-13,2025-03-13,344,RV,D,RV-D,Mallory Ann McMorrow,6,DEM,https://onedrive.live.com/?redeem=aHR0cHM6Ly8xZHJ2Lm1zL2IvYy8wOTk0MzEzZTVjZGZlNGZjL0VadGZnTVFFcllSRmtRNGY2WWJXT3c4QlZTYjc1OWpwRkFENDNFaEpKUkZTakE&cid=0994313E5CDFE4FC&id=994313E5CDFE4FC%21sc4805f9bad044584910e1fe986d63b0f&parId=root&o=OneUp,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219254
Advanced Targeting Research,NA,NA,Georgia,2025-03-25,2025-03-26,726,LV,R,LV-R,Tyler Harper,1.2,REP,https://www.advancedtargetingresearch.com/reports,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-05-19,primary,219257
Advanced Targeting Research,NA,NA,Georgia,2025-03-25,2025-03-26,726,LV,R,LV-R,Rich McCormick,4.5,REP,https://www.advancedtargetingresearch.com/reports,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-05-19,primary,219257
Advanced Targeting Research,NA,NA,Georgia,2025-03-25,2025-03-26,726,LV,R,LV-R,Mike Collins,10.4,REP,https://www.advancedtargetingresearch.com/reports,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-05-19,primary,219257
Advanced Targeting Research,NA,NA,Georgia,2025-03-25,2025-03-26,726,LV,R,LV-R,John King,0.6,REP,https://www.advancedtargetingresearch.com/reports,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-05-19,primary,219257
Advanced Targeting Research,NA,NA,Georgia,2025-03-25,2025-03-26,726,LV,R,LV-R,"Earl L. ""Buddy"" Carter",3.4,REP,https://www.advancedtargetingresearch.com/reports,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-05-19,primary,219257
Advanced Targeting Research,NA,NA,Georgia,2025-03-25,2025-03-26,726,LV,R,LV-R,Brad Raffensperger,10.3,REP,https://www.advancedtargetingresearch.com/reports,Text-to-Web,FALSE,NA,FALSE,TRUE,2026-05-19,primary,219257
McLaughlin & Associates,NA,Daniel Jay Cameron,Kentucky,2025-04-13,2025-04-15,500,LV,R,LV-R,Daniel Jay Cameron,44,REP,https://x.com/_AustinHorn/status/1914307612587286953,NA,FALSE,REP,TRUE,TRUE,2026-05-19,primary,219259
McLaughlin & Associates,NA,Daniel Jay Cameron,Kentucky,2025-04-13,2025-04-15,500,LV,R,LV-R,Andy Barr,18,REP,https://x.com/_AustinHorn/status/1914307612587286953,NA,FALSE,REP,TRUE,TRUE,2026-05-19,primary,219259
McLaughlin & Associates,NA,Daniel Jay Cameron,Kentucky,2025-04-13,2025-04-15,500,LV,R,LV-R,Nathaniel Ryan Morris,2,REP,https://x.com/_AustinHorn/status/1914307612587286953,NA,FALSE,REP,TRUE,TRUE,2026-05-19,primary,219259
Ragnar Research Partners,NA,Bill Cassidy,Louisiana,2025-04-14,2025-04-16,600,LV,R,LV-R,Bill Cassidy,45,REP,https://www.politico.com/newsletters/playbook-pm/2025/05/01/take-this-waltz-00132333,Live Phone,FALSE,REP,TRUE,TRUE,2026-04-18,primary,219269
Ragnar Research Partners,NA,Bill Cassidy,Louisiana,2025-04-14,2025-04-16,600,LV,R,LV-R,John Fleming,18,REP,https://www.politico.com/newsletters/playbook-pm/2025/05/01/take-this-waltz-00132333,Live Phone,FALSE,REP,TRUE,TRUE,2026-04-18,primary,219269
Ragnar Research Partners,NA,Bill Cassidy,Louisiana,2025-04-14,2025-04-16,600,LV,R,LV-R,Randall Arrington,3,REP,https://www.politico.com/newsletters/playbook-pm/2025/05/01/take-this-waltz-00132333,Live Phone,FALSE,REP,TRUE,TRUE,2026-04-18,primary,219269
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-04-24,2025-04-28,800,LV,D,LV-D,Robin Kelly,11,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/05/20/trump-attacks-chicago-city-hall-diversity-00358327,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219436
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-04-24,2025-04-28,800,LV,D,LV-D,Juliana Stratton,18,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/05/20/trump-attacks-chicago-city-hall-diversity-00358327,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219436
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-04-24,2025-04-28,800,LV,D,LV-D,Michael W. Frerichs,4,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/05/20/trump-attacks-chicago-city-hall-diversity-00358327,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219435
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-04-24,2025-04-28,800,LV,D,LV-D,Robin Kelly,8,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/05/20/trump-attacks-chicago-city-hall-diversity-00358327,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219435
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-04-24,2025-04-28,800,LV,D,LV-D,Juliana Stratton,13,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/05/20/trump-attacks-chicago-city-hall-diversity-00358327,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219435
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-04-24,2025-04-28,800,LV,D,LV-D,Lauren Underwood,20,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/05/20/trump-attacks-chicago-city-hall-diversity-00358327,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219435
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-04-24,2025-04-28,800,LV,D,LV-D,Raja Krishnamoorthi,21,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/05/20/trump-attacks-chicago-city-hall-diversity-00358327,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219435
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,John King,11,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219118
GBAO,NA,Raja Krishnamoorthi,Illinois,2025-04-24,2025-04-28,800,LV,D,LV-D,Raja Krishnamoorthi,27,DEM,https://www.politico.com/newsletters/illinois-playbook/2025/05/20/trump-attacks-chicago-city-hall-diversity-00358327,Live Phone/Text-to-Web,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219436
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,"Earl L. ""Buddy"" Carter",22.5,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219118
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,Mike Collins,45.6,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219118
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,John King,2,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219117
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,Rich McCormick,5.3,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219117
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,"Earl L. ""Buddy"" Carter",13.1,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219117
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,Mike Collins,15,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219117
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,Rich McCormick,20.9,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219118
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,Brad Raffensperger,22,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219117
Trafalgar Group,NA,NA,Georgia,2025-04-24,2025-04-27,NA,LV,R,LV-R,Marjorie Taylor Greene,42.7,REP,https://www.thetrafalgargroup.org/news/ga-sen-2026-0429/,IVR/Live Phone/Text/Online Opt-In Panel/Email,FALSE,REP,FALSE,TRUE,2026-05-19,primary,219117
Tarrance Group,Senate Leadership Fund (super PAC),NA,Texas,2025-04-27,2025-05-01,NA,LV,R,LV-R,Wesley P. Hunt,19,REP,https://punchbowl.news/article/campaigns/cornyn-getting-beat-in-new-poll/,NA,FALSE,REP,FALSE,TRUE,2026-03-03,primary,219372
Tarrance Group,Senate Leadership Fund (super PAC),NA,Texas,2025-04-27,2025-05-01,NA,LV,R,LV-R,John Cornyn,34,REP,https://punchbowl.news/article/campaigns/cornyn-getting-beat-in-new-poll/,NA,FALSE,REP,FALSE,TRUE,2026-03-03,primary,219372
Tarrance Group,Senate Leadership Fund (super PAC),NA,Texas,2025-04-27,2025-05-01,NA,LV,R,LV-R,Ken Paxton Jr.,44,REP,https://punchbowl.news/article/campaigns/cornyn-getting-beat-in-new-poll/,NA,FALSE,REP,FALSE,TRUE,2026-03-03,primary,219372
Tarrance Group,Senate Leadership Fund (super PAC),NA,Texas,2025-04-27,2025-05-01,NA,LV,R,LV-R,John Cornyn,40,REP,https://punchbowl.news/article/campaigns/cornyn-getting-beat-in-new-poll/,NA,FALSE,REP,FALSE,TRUE,2026-03-03,primary,219371
Tarrance Group,Senate Leadership Fund (super PAC),NA,Texas,2025-04-27,2025-05-01,NA,LV,R,LV-R,Ken Paxton Jr.,56,REP,https://punchbowl.news/article/campaigns/cornyn-getting-beat-in-new-poll/,NA,FALSE,REP,FALSE,TRUE,2026-03-03,primary,219371
Public Policy Polling,Democratic Lieutenant Governors Association,NA,Illinois,2025-04-29,2025-04-30,674,LV,D,LV-D,Raja Krishnamoorthi,20,DEM,https://capitolfax.com/2025/05/05/ppp-poll-us-sen-dem-primary-wide-open/,IVR/Text,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219282
Public Policy Polling,Democratic Lieutenant Governors Association,NA,Illinois,2025-04-29,2025-04-30,674,LV,D,LV-D,Juliana Stratton,13,DEM,https://capitolfax.com/2025/05/05/ppp-poll-us-sen-dem-primary-wide-open/,IVR/Text,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219282
Public Policy Polling,Democratic Lieutenant Governors Association,NA,Illinois,2025-04-29,2025-04-30,674,LV,D,LV-D,Lauren Underwood,16,DEM,https://capitolfax.com/2025/05/05/ppp-poll-us-sen-dem-primary-wide-open/,IVR/Text,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219282
Public Policy Polling,Democratic Lieutenant Governors Association,NA,Illinois,2025-04-29,2025-04-30,674,LV,D,LV-D,Robin Kelly,8,DEM,https://capitolfax.com/2025/05/05/ppp-poll-us-sen-dem-primary-wide-open/,IVR/Text,FALSE,DEM,TRUE,TRUE,2026-03-17,primary,219282
Glengariff Group,Detroit Regional Chamber,NA,Michigan,2025-05-05,2025-05-08,NA,RV,D,RV-D,Haley Stevens,34.3,DEM,https://www.detroitchamber.com/new-poll-michigan-voters-2026-gubernatorial-us-senate-races/,Live Phone,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219603
Glengariff Group,Detroit Regional Chamber,NA,Michigan,2025-05-05,2025-05-08,NA,RV,D,RV-D,Mallory Ann McMorrow,13.7,DEM,https://www.detroitchamber.com/new-poll-michigan-voters-2026-gubernatorial-us-senate-races/,Live Phone,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219603
Glengariff Group,Detroit Regional Chamber,NA,Michigan,2025-05-05,2025-05-08,NA,RV,R,RV-R,Bill Huizenga,16.5,REP,https://www.detroitchamber.com/new-poll-michigan-voters-2026-gubernatorial-us-senate-races/,Live Phone,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219601
Glengariff Group,Detroit Regional Chamber,NA,Michigan,2025-05-05,2025-05-08,NA,RV,R,RV-R,Mike Rogers,61.3,REP,https://www.detroitchamber.com/new-poll-michigan-voters-2026-gubernatorial-us-senate-races/,Live Phone,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219601
Glengariff Group,Detroit Regional Chamber,NA,Michigan,2025-05-05,2025-05-08,NA,RV,D,RV-D,Abdul El-Sayed,22.2,DEM,https://www.detroitchamber.com/new-poll-michigan-voters-2026-gubernatorial-us-senate-races/,Live Phone,FALSE,NA,FALSE,TRUE,2026-08-04,primary,219603
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,John Cornyn,27,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219613
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,Wesley P. Hunt,15,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219613
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,Ken Paxton Jr.,34,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219613
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,Wesley P. Hunt,31,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219612
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,John Cornyn,39,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219612
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,John Cornyn,34,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219611
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,Ken Paxton Jr.,43,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219611
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,Wesley P. Hunt,25,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219610
YouGov,Texas Southern University Barbara Jordan-Mickey Leland School of Public Affairs,NA,Texas,2025-05-09,2025-05-19,510,LV,R,LV-R,Ken Paxton Jr.,45,REP,https://thetexan.news/elections/2026/paxton-up-9-points-on-cornyn-in-2026-primary-matchup-hunt-at-15-percent-in/article_0ae97ac9-5ba6-4bac-a0e1-3395b0a1bc67.html,Online Matched Sample,FALSE,NA,FALSE,TRUE,2026-03-03,primary,219610
Quantus Insights,TrendingPolitics,NA,Texas,2025-05-11,2025-05-13,600,RV,R,RV-R,John Cornyn,38,REP,https://quantusinsights.org/f/texas-senate-primary-trouble-at-the-top,Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-03-03,primary,220834
Quantus Insights,TrendingPolitics,NA,Texas,2025-05-11,2025-05-13,600,RV,R,RV-R,Ken Paxton Jr.,52,REP,https://quantusinsights.org/f/texas-senate-primary-trouble-at-the-top,Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-03-03,primary,220833
Quantus Insights,TrendingPolitics,NA,Texas,2025-05-11,2025-05-13,600,RV,R,RV-R,John Cornyn,39,REP,https://quantusinsights.org/f/texas-senate-primary-trouble-at-the-top,Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-03-03,primary,220833
Quantus Insights,TrendingPolitics,NA,Texas,2025-05-11,2025-05-13,600,RV,R,RV-R,Ken Paxton Jr.,46,REP,https://quantusinsights.org/f/texas-senate-primary-trouble-at-the-top,Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-03-03,primary,220834
Quantus Insights,TrendingPolitics,NA,Texas,2025-05-11,2025-05-13,600,RV,R,RV-R,Wesley P. Hunt,16,REP,https://quantusinsights.org/f/texas-senate-primary-trouble-at-the-top,Online Opt-In Panel/Text-to-Web,FALSE,REP,FALSE,TRUE,2026-03-03,primary,220834
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Caroleene Dobson,13,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219675
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Steve Marshall,37,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219677
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Bruce Pearl,9,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219676
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Will Ainsworth,13,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219676
Remington Research Group,NA,NA,Alabama,2025-05-12,2025-05-13,505,LV,R,LV-R,Caroleene Dobson,9,REP,https://1819news.com/news/item/poll-marshall-tops-dobson-moore-pearl-in-speculative-gop-u-s-senate-field,IVR,FALSE,NA,FALSE,TRUE,2026-05-26,primary,219676
