issue,pollster,start_date,end_date,sample_size,population,approve,disapprove,net,url,sponsor,mode,tracking,wording_notes,partisan,other_notes
crime,YouGov,07/11/2025,07/14/2025,1680,A,44,45,-1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_fFL8Pon.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
guns,YouGov,07/11/2025,07/14/2025,1680,A,40,43,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_fFL8Pon.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,Morning Consult,07/11/2025,07/13/2025,2201,RV,51,43,8,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Morning Consult,07/11/2025,07/13/2025,2201,RV,46,46,0,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,07/11/2025,07/13/2025,2201,RV,46,44,2,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Quinnipiac University,07/10/2025,07/14/2025,1290,RV,42,55,-13,https://poll.qu.edu/poll-release?releaseid=3928,NA,Live Phone,FALSE,NA,NA,NA
foreign_policy,Quinnipiac University,07/10/2025,07/14/2025,1290,RV,41,54,-13,https://poll.qu.edu/poll-release?releaseid=3928,NA,Live Phone,FALSE,NA,NA,NA
israel_palestine,Quinnipiac University,07/10/2025,07/14/2025,1290,RV,40,54,-14,https://poll.qu.edu/poll-release?releaseid=3928,NA,Live Phone,FALSE,NA,NA,NA
immigration,Quinnipiac University,07/10/2025,07/14/2025,1290,RV,40,55,-15,https://poll.qu.edu/poll-release?releaseid=3928,NA,Live Phone,FALSE,NA,NA,NA
trade_tariffs,Quinnipiac University,07/10/2025,07/14/2025,1290,RV,40,56,-16,https://poll.qu.edu/poll-release?releaseid=3928,NA,Live Phone,FALSE,NA,NA,NA
deportations,Quinnipiac University,07/10/2025,07/14/2025,1290,RV,38,59,-21,https://poll.qu.edu/poll-release?releaseid=3928,NA,Live Phone,FALSE,NA,NA,NA
ukraine,Quinnipiac University,07/10/2025,07/14/2025,1290,RV,34,57,-23,https://poll.qu.edu/poll-release?releaseid=3928,NA,Live Phone,FALSE,NA,NA,NA
economy,SSRS,07/10/2025,07/13/2025,1057,A,40,60,-20,https://s3.documentcloud.org/documents/25999223/cnn-poll-conducted-by-ssrs-trump-approval-policy-and-budget-bill.pdf,CNN,Probability Panel,FALSE,NA,NA,NA
healthcare,SSRS,07/10/2025,07/13/2025,1057,A,38,62,-24,https://s3.documentcloud.org/documents/25999223/cnn-poll-conducted-by-ssrs-trump-approval-policy-and-budget-bill.pdf,CNN,Probability Panel,FALSE,NA,NA,NA
immigration,SSRS,07/10/2025,07/13/2025,1057,A,42,58,-16,https://s3.documentcloud.org/documents/25999223/cnn-poll-conducted-by-ssrs-trump-approval-policy-and-budget-bill.pdf,CNN,Probability Panel,FALSE,NA,NA,NA
foreign_policy,SSRS,07/10/2025,07/13/2025,1057,A,40,60,-20,https://s3.documentcloud.org/documents/25999223/cnn-poll-conducted-by-ssrs-trump-approval-policy-and-budget-bill.pdf,CNN,Probability Panel,FALSE,NA,NA,NA
taxes,SSRS,07/10/2025,07/13/2025,1057,A,44,56,-12,https://s3.documentcloud.org/documents/25999223/cnn-poll-conducted-by-ssrs-trump-approval-policy-and-budget-bill.pdf,CNN,Probability Panel,FALSE,NA,NA,NA
environment,SSRS,07/10/2025,07/13/2025,1057,A,39,60,-21,https://s3.documentcloud.org/documents/25999223/cnn-poll-conducted-by-ssrs-trump-approval-policy-and-budget-bill.pdf,CNN,Probability Panel,FALSE,NA,NA,NA
trade_tariffs,SSRS,07/10/2025,07/13/2025,1057,A,39,61,-22,https://s3.documentcloud.org/documents/25999223/cnn-poll-conducted-by-ssrs-trump-approval-policy-and-budget-bill.pdf,CNN,Probability Panel,FALSE,NA,NA,NA
immigration,Ipsos,07/15/2025,07/16/2025,1027,A,41,51,-10,https://www.ipsos.com/en-us/president-trumps-overall-approval-rating-remains-stable,Reuters,Probability Panel,FALSE,NA,NA,NA
economy,Ipsos,07/15/2025,07/16/2025,1027,A,35,55,-20,https://www.ipsos.com/en-us/president-trumps-overall-approval-rating-remains-stable,Reuters,Probability Panel,FALSE,NA,NA,NA
trade_tariffs,Ipsos,07/15/2025,07/16/2025,1027,A,32,53,-21,https://www.ipsos.com/en-us/president-trumps-overall-approval-rating-remains-stable,Reuters,Probability Panel,FALSE,NA,NA,NA
economy,AP-NORC,07/10/2025,07/14/2025,1437,A,38,60,-22,https://apnorc.org/wp-content/uploads/2025/07/July-W1-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
immigration,AP-NORC,07/10/2025,07/14/2025,1437,A,43,55,-12,https://apnorc.org/wp-content/uploads/2025/07/July-W1-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
govt_spending,AP-NORC,07/10/2025,07/14/2025,1437,A,38,61,-23,https://apnorc.org/wp-content/uploads/2025/07/July-W1-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
healthcare,AP-NORC,07/10/2025,07/14/2025,1437,A,34,62,-28,https://apnorc.org/wp-content/uploads/2025/07/July-W1-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
taxes,AP-NORC,07/10/2025,07/14/2025,1437,A,41,56,-15,https://apnorc.org/wp-content/uploads/2025/07/July-W1-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
trade_tariffs,AP-NORC,07/10/2025,07/14/2025,1437,A,37,61,-24,https://apnorc.org/wp-content/uploads/2025/07/July-W1-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
disaster_relief,AP-NORC,07/10/2025,07/14/2025,1437,A,42,55,-13,https://apnorc.org/wp-content/uploads/2025/07/July-W1-Topline-Trump.pdf,NA,Probability Panel,FALSE,NA,NA,NA
immigration,AtlasIntel,07/13/2025,07/18/2025,1935,A,45,54,-9,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
democracy,AtlasIntel,07/13/2025,07/18/2025,1935,A,40,56,-16,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
trade_tariffs,AtlasIntel,07/13/2025,07/18/2025,1935,A,41,57,-16,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
economy,AtlasIntel,07/13/2025,07/18/2025,1935,A,40,55,-15,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
taxes,AtlasIntel,07/13/2025,07/18/2025,1935,A,42,55,-13,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
education,AtlasIntel,07/13/2025,07/18/2025,1935,A,41,55,-14,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
environment,AtlasIntel,07/13/2025,07/18/2025,1935,A,36,56,-20,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
israel_palestine,AtlasIntel,07/13/2025,07/18/2025,1935,A,39,55,-16,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
corruption,AtlasIntel,07/13/2025,07/18/2025,1935,A,38,59,-21,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
healthcare,AtlasIntel,07/13/2025,07/18/2025,1935,A,35,56,-21,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
ukraine,AtlasIntel,07/13/2025,07/18/2025,1935,A,35,61,-26,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
national_debt,AtlasIntel,07/13/2025,07/18/2025,1935,A,34,59,-25,https://cdn.atlasintel.org/20e36f18-42bd-4a28-85f4-9f623905ba71.pdf,NA,Online Ad,FALSE,NA,NA,NA
economy,YouGov,07/16/2025,07/18/2025,2343,A,40,60,-20,https://www.scribd.com/document/890583482/Cbsnews-20250720-1-SUNDAY,CBS News,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,07/16/2025,07/18/2025,2343,A,36,64,-28,https://www.scribd.com/document/890583482/Cbsnews-20250720-1-SUNDAY,CBS News,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,07/16/2025,07/18/2025,2343,A,44,56,-12,https://www.scribd.com/document/890583482/Cbsnews-20250720-1-SUNDAY,CBS News,Online Matched Sample,FALSE,NA,NA,NA
economy,American Research Group,07/17/2025,07/20/2025,1100,A,38,59,-21,https://americanresearchgroup.com/economy/,NA,Live Phone,FALSE,NA,NA,NA
immigration,Morning Consult,07/18/2025,07/20/2025,2202,RV,51,42,9,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,Morning Consult,07/18/2025,07/20/2025,2202,RV,45,48,-3,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
trade_tariffs,Morning Consult,07/18/2025,07/20/2025,2202,RV,45,45,0,https://pro.morningconsult.com/trackers/donald-trump-congress-policy-republicans-polling,NA,Online Opt-In Panel,FALSE,NA,NA,NA
immigration,RMG Research,07/16/2025,07/16/2025,1000,RV,52,47,5,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
crime,RMG Research,07/16/2025,07/16/2025,1000,RV,51,43,8,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
guns,RMG Research,07/16/2025,07/16/2025,1000,RV,48,44,4,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
foreign_policy,RMG Research,07/16/2025,07/16/2025,1000,RV,48,49,-1,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
education,RMG Research,07/16/2025,07/16/2025,1000,RV,44,51,-7,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
inflation,RMG Research,07/16/2025,07/16/2025,1000,RV,45,54,-9,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
economy,RMG Research,07/16/2025,07/16/2025,1000,RV,44,54,-10,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
healthcare,RMG Research,07/16/2025,07/16/2025,1000,RV,40,54,-14,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
climate_change,RMG Research,07/16/2025,07/16/2025,1000,RV,37,51,-14,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
abortion,RMG Research,07/16/2025,07/16/2025,1000,RV,38,53,-15,https://napolitannews.org/posts/over-half-of-voters-approve-of-trumps-handling-of-immigration-and-crime,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
trade_tariffs,RMG Research,07/14/2025,07/15/2025,1000,RV,45,47,-2,https://napolitannews.org/posts/45-percent-approve-of-trump-on-tariffs-most-say-deals-will-be-reached,Napolitan News Service,Online Opt-In Panel,TRUE,NA,NA,NA
criminal_justice,YouGov,03/30/2025,04/01/2025,1626,A,42,42,0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_Uo7FRzc.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
healthcare,YouGov,04/05/2025,04/08/2025,1741,A,35,50,-15,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf#page31,The Economist,Online Matched Sample,FALSE,NA,NA,NA
education,YouGov,04/05/2025,04/08/2025,1741,A,41,49,-8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf#page31,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_rights,YouGov,04/05/2025,04/08/2025,1741,A,38,48,-10,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf#page31,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_liberties,YouGov,04/05/2025,04/08/2025,1741,A,38,47,-9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf#page31,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,04/05/2025,04/08/2025,1741,A,45,42,3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_pXJ0PxA.pdf#page31,The Economist,Online Matched Sample,FALSE,NA,NA,NA
climate_change,YouGov,01/26/2025,01/28/2025,1577,A,38,44,-6,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
govt_spending,YouGov,01/26/2025,01/28/2025,1577,A,46,41,5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
abortion,YouGov,01/26/2025,01/28/2025,1577,A,39,43,-4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_rights,YouGov,01/26/2025,01/28/2025,1577,A,40,43,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_liberties,YouGov,01/26/2025,01/28/2025,1577,A,39,41,-2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
guns,YouGov,01/26/2025,01/28/2025,1577,A,42,35,7,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,01/26/2025,01/28/2025,1577,A,48,35,13,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_m8tctwx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
education,YouGov,02/02/2025,02/04/2025,1604,A,40,39,1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
healthcare,YouGov,02/02/2025,02/04/2025,1604,A,39,42,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_rights,YouGov,02/02/2025,02/04/2025,1604,A,40,42,-2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_liberties,YouGov,02/02/2025,02/04/2025,1604,A,39,41,-2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,02/02/2025,02/04/2025,1604,A,48,35,13,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_FOXP71G.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
climate_change,YouGov,02/09/2025,02/11/2025,1595,A,37,45,-8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
healthcare,YouGov,02/09/2025,02/11/2025,1595,A,35,46,-11,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
govt_spending,YouGov,02/09/2025,02/11/2025,1595,A,44,47,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
abortion,YouGov,02/09/2025,02/11/2025,1595,A,36,46,-10,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
guns,YouGov,02/09/2025,02/11/2025,1595,A,38,41,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,02/09/2025,02/11/2025,1595,A,45,41,4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_nyOrDiw.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
national_security,YouGov,02/16/2025,02/18/2025,1603,A,48,40,8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
education,YouGov,02/16/2025,02/18/2025,1603,A,44,41,3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,02/16/2025,02/18/2025,1603,A,48,37,11,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
criminal_justice,YouGov,02/16/2025,02/18/2025,1603,A,42,37,5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_OFVhPxp.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
climate_change,YouGov,02/23/2025,02/25/2025,1604,A,36,43,-7,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
govt_spending,YouGov,02/23/2025,02/25/2025,1604,A,48,43,5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
abortion,YouGov,02/23/2025,02/25/2025,1604,A,34,45,-11,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_rights,YouGov,02/23/2025,02/25/2025,1604,A,38,44,-6,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_liberties,YouGov,02/23/2025,02/25/2025,1604,A,39,44,-5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
guns,YouGov,02/23/2025,02/25/2025,1604,A,39,38,1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,02/23/2025,02/25/2025,1604,A,47,37,10,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_1q7T4HA.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
education,YouGov,03/01/2025,03/04/2025,1638,A,41,44,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
healthcare,YouGov,03/01/2025,03/04/2025,1638,A,39,44,-5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_rights,YouGov,03/01/2025,03/04/2025,1638,A,41,43,-2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_liberties,YouGov,03/01/2025,03/04/2025,1638,A,39,41,-2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,03/01/2025,03/04/2025,1638,A,45,38,7,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_uHE5Cxl.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
climate_change,YouGov,03/09/2025,03/11/2025,1699,A,35,46,-11,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
healthcare,YouGov,03/09/2025,03/11/2025,1699,A,35,48,-13,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
govt_spending,YouGov,03/09/2025,03/11/2025,1699,A,44,47,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
abortion,YouGov,03/09/2025,03/11/2025,1699,A,36,46,-10,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
guns,YouGov,03/09/2025,03/11/2025,1699,A,38,39,-1,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,03/09/2025,03/11/2025,1699,A,45,40,5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ddjSlqx.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
national_security,YouGov,03/16/2025,03/18/2025,1618,A,51,42,9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
education,YouGov,03/16/2025,03/18/2025,1618,A,44,47,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,03/16/2025,03/18/2025,1618,A,48,39,9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
criminal_justice,YouGov,03/16/2025,03/18/2025,1618,A,43,41,2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_ngfganU.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
climate_change,YouGov,03/22/2025,03/25/2025,1600,A,36,44,-8,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
govt_spending,YouGov,03/22/2025,03/25/2025,1600,A,46,46,0,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
abortion,YouGov,03/22/2025,03/25/2025,1600,A,39,43,-4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_rights,YouGov,03/22/2025,03/25/2025,1600,A,41,45,-4,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
civil_liberties,YouGov,03/22/2025,03/25/2025,1600,A,41,44,-3,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
guns,YouGov,03/22/2025,03/25/2025,1600,A,40,38,2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
crime,YouGov,03/22/2025,03/25/2025,1600,A,47,38,9,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_o8LZals.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
economy,Global Strategy Group/GBAO (Navigator Research),07/16/2025,07/21/2025,1000,RV,43,53,-10,https://navigatorresearch.org/wp-content/uploads/2025/07/Navigator-Topline-F07.21.25.pdf,NA,Online Opt-In Panel,FALSE,NA,NA,NA
economy,YouGov,07/18/2025,07/21/2025,1729,A,40,52,-12,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_QYo5riR.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
inflation,YouGov,07/18/2025,07/21/2025,1729,A,31,61,-30,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_QYo5riR.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
immigration,YouGov,07/18/2025,07/21/2025,1729,A,45,50,-5,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_QYo5riR.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
foreign_policy,YouGov,07/18/2025,07/21/2025,1729,A,39,50,-11,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_QYo5riR.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
national_security,YouGov,07/18/2025,07/21/2025,1729,A,44,46,-2,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_QYo5riR.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
trade_tariffs,YouGov,07/18/2025,07/21/2025,1729,A,38,52,-14,https://d3nkl3psvxxpe9.cloudfront.net/documents/econTabReport_QYo5riR.pdf,The Economist,Online Matched Sample,FALSE,NA,NA,NA
border_security,Verasight,07/14/2025,07/16/2025,1500,A,51,45,6,https://www.gelliottmorris.com/p/new-poll-dems-lead-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
immigration,Verasight,07/14/2025,07/16/2025,1500,A,45,52,-7,https://www.gelliottmorris.com/p/new-poll-dems-lead-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
deportations,Verasight,07/14/2025,07/16/2025,1500,A,43,53,-10,https://www.gelliottmorris.com/p/new-poll-dems-lead-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
economy,Verasight,07/14/2025,07/16/2025,1500,A,42,52,-10,https://www.gelliottmorris.com/p/new-poll-dems-lead-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
foreign_policy,Verasight,07/14/2025,07/16/2025,1500,A,40,53,-13,https://www.gelliottmorris.com/p/new-poll-dems-lead-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
federal_workforce,Verasight,07/14/2025,07/16/2025,1500,A,40,54,-14,https://www.gelliottmorris.com/p/new-poll-dems-lead-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
education,Verasight,07/14/2025,07/16/2025,1500,A,38,56,-18,https://www.gelliottmorris.com/p/new-poll-dems-lead-house-generic,Strength In Numbers,Text/Online Ad/Email,FALSE,NA,NA,NA
